file_name,class_id,class
1-1978-oct15-22.wav,1,music
3-1978-oct15-24.wav,3,silence
1-1978-oct15-25.wav,1,music
1-1978-oct15-26.wav,1,music
1-1978-oct15-27.wav,1,music
1-1978-oct15-28.wav,1,music
1-1978-oct15-211.wav,1,music
1-1978-oct15-212.wav,1,music
1-1978-oct15-213.wav,1,music
1-1978-oct15-214.wav,1,music
1-1978-oct15-216.wav,1,music
1-1978-oct15-217.wav,1,music
1-1978-oct15-218.wav,1,music
1-1978-oct15-220.wav,1,music
1-1978-oct15-223.wav,1,music
1-1978-oct15-224.wav,1,music
1-1978-oct15-225.wav,1,music
1-1978-oct15-226.wav,1,music
1-1978-oct15-227.wav,1,music
1-1978-oct15-228.wav,1,music
1-1978-oct15-229.wav,1,music
1-1978-oct15-230.wav,1,music
1-1978-oct15-231.wav,1,music
1-1978-oct15-232.wav,1,music
1-1978-oct15-233.wav,1,music
1-1978-oct15-235.wav,1,music
1-1978-oct15-236.wav,1,music
1-1978-oct15-237.wav,1,music
1-1978-oct15-239.wav,1,music
1-1978-oct15-240.wav,1,music
1-1978-oct15-245.wav,1,music
1-1978-oct15-246.wav,1,music
1-1978-oct15-248.wav,1,music
1-1978-oct15-249.wav,1,music
1-1978-oct15-250.wav,1,music
2-1978-oct15-253.wav,2,speech
1-1978-oct15-254.wav,1,music
1-1978-oct15-255.wav,1,music
1-1978-oct15-258.wav,1,music
1-1978-oct15-259.wav,1,music
1-1980-mar28-31.wav,1,music
1-1980-mar28-32.wav,1,music
1-1980-mar28-33.wav,1,music
1-1980-mar28-34.wav,1,music
1-1980-mar28-35.wav,1,music
1-1980-mar28-36.wav,1,music
1-1980-mar28-37.wav,1,music
1-1980-mar28-38.wav,1,music
1-1980-mar28-39.wav,1,music
3-1980-mar28-310.wav,3,silence
1-1980-mar28-311.wav,1,music
1-1980-mar28-313.wav,1,music
1-1980-mar28-314.wav,1,music
1-1980-mar28-315.wav,1,music
1-1980-mar28-317.wav,1,music
3-1980-mar28-318.wav,3,silence
1-1980-mar28-319.wav,1,music
1-1980-mar28-322.wav,1,music
1-1980-mar28-323.wav,1,music
2-1980-mar28-324.wav,2,speech
1-1980-mar28-325.wav,1,music
1-1980-mar28-326.wav,1,music
1-1980-mar28-328.wav,1,music
1-1980-mar28-329.wav,1,music
1-1980-mar28-330.wav,1,music
1-1980-mar28-331.wav,1,music
1-1980-mar28-333.wav,1,music
3-1980-mar28-336.wav,3,silence
2-1980-mar28-337.wav,2,speech
2-1980-mar28-338.wav,2,speech
1-1980-mar28-339.wav,1,music
2-1980-mar28-341.wav,2,speech
1-1980-mar28-342.wav,1,music
1-1980-mar28-346.wav,1,music
1-1980-oct12-31.wav,1,music
3-1980-oct12-34.wav,3,silence
3-1980-oct12-35.wav,3,silence
2-1980-oct12-38.wav,2,speech
1-1980-oct12-311.wav,1,music
1-1980-oct12-312.wav,1,music
1-1980-oct12-313.wav,1,music
1-1980-oct12-314.wav,1,music
1-1980-oct12-317.wav,1,music
1-1980-oct12-318.wav,1,music
1-1980-oct12-319.wav,1,music
1-1980-oct12-320.wav,1,music
1-1980-oct12-322.wav,1,music
1-1980-oct12-323.wav,1,music
1-1980-oct12-325.wav,1,music
1-1980-oct12-326.wav,1,music
3-1980-oct12-328.wav,3,silence
3-1980-oct12-329.wav,3,silence
3-1980-oct12-330.wav,3,silence
2-1980-oct12-331.wav,2,speech
2-1980-oct12-333.wav,2,speech
2-1980-oct12-334.wav,2,speech
1-1980-oct12-335.wav,1,music
2-1980-oct12-336.wav,2,speech
1-1980-oct12-337.wav,1,music
2-1980-oct12-338.wav,2,speech
2-1980-oct12-339.wav,2,speech
1-1980-oct12-340.wav,1,music
1-1980-oct12-341.wav,1,music
1-1980-oct12-343.wav,1,music
1-1980-oct12-344.wav,1,music
2-1980-oct12-345.wav,2,speech
2-1980-oct12-346.wav,2,speech
1-1980-oct12-349.wav,1,music
1-1980-oct12-352.wav,1,music
2-1980-oct12-354.wav,2,speech
2-1980-oct12-355.wav,2,speech
2-1980-oct12-356.wav,2,speech
1-1980-oct12-357.wav,1,music
1-1980-oct12-358.wav,1,music
1-1980-oct12-359.wav,1,music
2-1980-oct12-360.wav,2,speech
3-1980-oct27-33.wav,3,silence
3-1980-oct27-34.wav,3,silence
3-1980-oct27-35.wav,3,silence
3-1980-oct27-36.wav,3,silence
3-1980-oct27-37.wav,3,silence
3-1980-oct27-38.wav,3,silence
3-1980-oct27-39.wav,3,silence
3-1980-oct27-310.wav,3,silence
3-1980-oct27-311.wav,3,silence
3-1980-oct27-312.wav,3,silence
3-1980-oct27-313.wav,3,silence
3-1980-oct27-314.wav,3,silence
1-1980-oct27-315.wav,1,music
1-1980-oct27-316.wav,1,music
1-1980-oct27-317.wav,1,music
2-1980-oct27-318.wav,2,speech
1-1980-oct27-319.wav,1,music
3-1980-oct27-320.wav,3,silence
1-1980-oct27-322.wav,1,music
1-1980-oct27-323.wav,1,music
1-1980-oct27-324.wav,1,music
1-1980-oct27-325.wav,1,music
1-1980-oct27-326.wav,1,music
1-1980-oct27-327.wav,1,music
1-1980-oct27-328.wav,1,music
1-1980-oct27-331.wav,1,music
1-1980-oct27-332.wav,1,music
1-1980-oct27-333.wav,1,music
1-1980-oct27-334.wav,1,music
1-1980-oct27-335.wav,1,music
3-1980-oct27-336.wav,3,silence
1-1980-oct27-337.wav,1,music
1-1980-oct27-338.wav,1,music
1-1980-oct27-339.wav,1,music
1-1980-oct27-340.wav,1,music
1-1980-oct27-341.wav,1,music
1-1980-oct27-342.wav,1,music
1-1980-oct27-343.wav,1,music
1-1980-oct27-344.wav,1,music
1-1980-oct27-345.wav,1,music
1-1980-oct27-347.wav,1,music
1-1980-oct27-348.wav,1,music
1-1980-oct27-350.wav,1,music
3-1980-oct27-351.wav,3,silence
1-1980-oct27-353.wav,1,music
1-1980-oct27-354.wav,1,music
1-1980-oct27-356.wav,1,music
1-1980-oct27-358.wav,1,music
1-1980-oct27-360.wav,1,music
1-1980-oct27-361.wav,1,music
1-1980-oct27-362.wav,1,music
1-1980-oct27-363.wav,1,music
1-1980-oct27-364.wav,1,music
1-1980-oct27-366.wav,1,music
1-1980-oct27-367.wav,1,music
1-1980-oct27-368.wav,1,music
1-1980-oct27-370.wav,1,music
1-1980-oct27-371.wav,1,music
1-1980-oct27-372.wav,1,music
1-1980-oct27-375.wav,1,music
3-1980-oct27-376.wav,3,silence
3-1980-oct27-377.wav,3,silence
3-1980-oct27-378.wav,3,silence
3-1980-oct27-380.wav,3,silence
1-1980-oct27-383.wav,1,music
1-1980-oct27-384.wav,1,music
1-1982-mar28-42.wav,1,music
1-1982-mar28-47.wav,1,music
1-1982-mar28-412.wav,1,music
1-1982-mar28-413.wav,1,music
1-1982-mar28-414.wav,1,music
1-1982-mar28-415.wav,1,music
1-1982-mar28-417.wav,1,music
1-1982-mar28-419.wav,1,music
1-1982-mar28-420.wav,1,music
1-1982-mar28-421.wav,1,music
1-1982-mar28-422.wav,1,music
1-1982-mar28-423.wav,1,music
1-1982-mar28-424.wav,1,music
1-1982-mar28-425.wav,1,music
1-1982-mar28-426.wav,1,music
1-1982-mar28-427.wav,1,music
1-1982-mar28-428.wav,1,music
1-1982-mar28-429.wav,1,music
1-1982-mar28-431.wav,1,music
1-1982-mar28-432.wav,1,music
1-1982-mar28-433.wav,1,music
1-1982-mar28-434.wav,1,music
1-1982-mar28-435.wav,1,music
1-1982-mar28-436.wav,1,music
1-1982-mar28-437.wav,1,music
1-1982-mar28-439.wav,1,music
1-1982-mar28-440.wav,1,music
1-1982-mar28-441.wav,1,music
1-1982-mar28-442.wav,1,music
1-1982-mar28-443.wav,1,music
1-1982-mar28-445.wav,1,music
1-1982-mar28-446.wav,1,music
1-1982-mar28-447.wav,1,music
1-1982-mar28-448.wav,1,music
1-1982-mar28-449.wav,1,music
1-1982-mar28-450.wav,1,music
1-1982-mar28-451.wav,1,music
1-1982-mar28-453.wav,1,music
1-1982-mar28-454.wav,1,music
1-1982-mar28-455.wav,1,music
1-1982-mar28-456.wav,1,music
2-1982-mar28-457.wav,2,speech
1-1982-mar28-458.wav,1,music
1-1982-mar28-459.wav,1,music
2-1982-mar28-461.wav,2,speech
1-1982-mar28-462.wav,1,music
3-1982-mar28-464.wav,3,silence
3-1982-mar28-465.wav,3,silence
1-1982-sep24-42.wav,1,music
1-1982-sep24-43.wav,1,music
1-1982-sep24-44.wav,1,music
1-1982-sep24-45.wav,1,music
1-1982-sep24-46.wav,1,music
1-1982-sep24-47.wav,1,music
3-1982-sep24-411.wav,3,silence
1-1982-sep24-413.wav,1,music
1-1982-sep24-414.wav,1,music
1-1982-sep24-416.wav,1,music
1-1982-sep24-417.wav,1,music
1-1982-sep24-418.wav,1,music
3-1982-sep24-419.wav,3,silence
1-1982-sep24-421.wav,1,music
1-1982-sep24-423.wav,1,music
1-1982-sep24-424.wav,1,music
3-1982-sep24-426.wav,3,silence
1-1982-sep24-428.wav,1,music
1-1982-sep24-429.wav,1,music
1-1982-sep24-431.wav,1,music
1-1982-sep24-432.wav,1,music
1-1982-sep24-433.wav,1,music
3-1982-sep24-434.wav,3,silence
3-1982-sep24-435.wav,3,silence
3-1982-sep24-436.wav,3,silence
1-1982-sep24-438.wav,1,music
3-1982-sep24-439.wav,3,silence
1-1982-sep24-441.wav,1,music
3-1982-sep24-442.wav,3,silence
3-1982-sep24-443.wav,3,silence
3-1982-sep24-445.wav,3,silence
3-1982-sep24-446.wav,3,silence
3-1982-sep24-447.wav,3,silence
3-1982-sep24-448.wav,3,silence
3-1982-sep24-451.wav,3,silence
1-1982-sep24-452.wav,1,music
3-1982-sep24-453.wav,3,silence
3-1982-sep24-454.wav,3,silence
3-1982-sep24-455.wav,3,silence
1-1983-jul24-31.wav,1,music
1-1983-jul24-32.wav,1,music
1-1983-jul24-33.wav,1,music
1-1983-jul24-34.wav,1,music
1-1983-jul24-35.wav,1,music
1-1983-jul24-36.wav,1,music
3-1983-jul24-310.wav,3,silence
1-1983-jul24-311.wav,1,music
1-1983-jul24-312.wav,1,music
1-1983-jul24-313.wav,1,music
3-1983-jul24-314.wav,3,silence
1-1983-jul24-315.wav,1,music
1-1983-jul24-317.wav,1,music
1-1983-jul24-318.wav,1,music
1-1983-jul24-319.wav,1,music
1-1983-jul24-320.wav,1,music
1-1983-jul24-322.wav,1,music
1-1983-jul24-324.wav,1,music
1-1983-jul24-326.wav,1,music
3-1983-jul24-327.wav,3,silence
3-1983-jul24-328.wav,3,silence
3-1983-jul24-329.wav,3,silence
3-1983-jul24-330.wav,3,silence
3-1983-jul24-331.wav,3,silence
3-1983-mar14-31.wav,3,silence
3-1983-mar14-32.wav,3,silence
3-1983-mar14-33.wav,3,silence
3-1983-mar14-34.wav,3,silence
3-1983-mar14-36.wav,3,silence
3-1983-mar14-37.wav,3,silence
3-1983-mar14-38.wav,3,silence
3-1983-mar14-310.wav,3,silence
3-1983-mar14-311.wav,3,silence
3-1983-mar14-312.wav,3,silence
